fiscal_year,agency,state,value
20200509,東昇米糧食品有限公司,統鮮美食股份有限公司,2
20200509,冠霖物流有限公司,統鮮美食股份有限公司,2
20200509,萬偉股份有限公司,上將食品有限公司,1
20200510,冠霖物流有限公司,上將食品有限公司,2
20200510,百士達食品有限公司,愛欣食品有限公司,1
20200510,冠霖物流有限公司,愛欣食品有限公司,2
20200511,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200511,超秦企業股份有限公司,全盛美食有限公司,1
20200511,泓霖食品工業有限公司,上將食品有限公司,4
20200511,中華民國全國漁會,新北食品股份有限公司,1
20200511,中央畜產有限公司,雙翼食品有限公司,1
20200511,冠霖物流有限公司,雙翼食品有限公司,1
20200511,桂冠實業股份有限公司,上將食品有限公司,1
20200511,三統食品有限公司,全盛美食有限公司,2
20200511,陸弘股份有限公司,百原食品有限公司,1
20200511,冠霖物流有限公司,愛欣食品有限公司,2
20200511,冠霖物流有限公司,新北食品股份有限公司,2
20200511,泓霖食品有限公司,味味美食有限公司,4
20200511,鮮湧企業股份有限公司,統鮮美食股份有限公司,1
20200511,三統食品有限公司,愛欣食品有限公司,1
20200511,三統食品有限公司,久翔食品股份有限公司,2
20200511,正成商行,上將食品有限公司,1
20200511,復進企業股份有限公司,統鮮美食股份有限公司,1
20200511,上德食品有限公司,統鮮美食股份有限公司,1
20200511,雅勝冷凍食品股份有限公司,百原食品有限公司,2
20200511,中華民國全國漁會,食家安飲食文化股份有限公司,1
20200511,日成果菜行,新北食品股份有限公司,1
20200511,泓霖食品有限公司,久翔食品股份有限公司,4
20200511,鼎昌實業有限公司,雙翼食品有限公司,1
20200511,三統食品有限公司,味味美食有限公司,1
20200511,同賀食品有限公司,久翔食品股份有限公司,1
20200511,萬偉股份有限公司,上將食品有限公司,1
20200511,豐得國際實業有限公司,雙翼食品有限公司,1
20200511,三統食品有限公司,統鮮美食股份有限公司,1
20200511,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200511,家騏有限公司,統鮮美食股份有限公司,2
20200511,澤宇冷凍食品有限公司,寬大食品有限公司,1
20200511,三統食品有限公司,上將食品有限公司,2
20200511,祥亮行銷事業股份有限公司,久翔食品股份有限公司,1
20200511,源景福食品有限公司,雙翼食品有限公司,1
20200511,上耀商行,統鮮美食股份有限公司,1
20200511,百士達食品有限公司,愛欣食品有限公司,1
20200511,超秦企業股份有限公司,雙翼食品有限公司,1
20200511,巨富工業有限公司,新北食品股份有限公司,2
20200511,巨富食品股份有限公司,食家安飲食文化股份有限公司,6
20200511,泓霖食品有限公司,新北食品股份有限公司,1
20200511,三統食品有限公司,百原食品有限公司,1
20200511,川武食品股份有限公司,久翔食品股份有限公司,1
20200511,泰安食品有限公司,全盛美食有限公司,2
20200511,澤宇冷凍食品有限公司,味味美食有限公司,1
20200511,玖億珍鮮食品有限公司,統鮮美食股份有限公司,1
20200511,今元肉品股份有限公司,久翔食品股份有限公司,1
20200511,巨富工業有限公司,寬大食品有限公司,1
20200511,泳祐實業有限公司,統鮮美食股份有限公司,1
20200511,三統食品有限公司,珍品軒食品有限公司,2
20200512,泰安食品股份有限公司,上將食品有限公司,1
20200512,百士達食品有限公司,愛欣食品有限公司,1
20200512,鮮湧企業股份有限公司,統鮮美食股份有限公司,1
20200512,三統食品有限公司,愛欣食品有限公司,1
20200512,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200512,泓霖食品有限公司,久翔食品股份有限公司,1
20200512,上德食品有限公司,統鮮美食股份有限公司,1
20200512,玖億珍鮮食品有限公司,統鮮美食股份有限公司,1
20200512,冠霖物流有限公司,統鮮美食股份有限公司,1
20200512,十方物聯有限公司,久翔食品股份有限公司,1
20200512,三橋食品股份有限公司,雙翼食品有限公司,1
20200512,復進企業股份有限公司,久翔食品股份有限公司,1
20200512,三統食品有限公司,味味美食有限公司,1
20200512,上德食品有限公司,上將食品有限公司,1
20200512,冠霖物流有限公司,上將食品有限公司,3
20200512,三統食品有限公司,統鮮美食股份有限公司,1
20200512,上耀商行,統鮮美食股份有限公司,1
20200512,中華民國全國漁會,雙翼食品有限公司,2
20200512,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200512,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200512,三統食品有限公司,上將食品有限公司,3
20200512,祥亮行銷事業股份有限公司,久翔食品股份有限公司,1
20200512,泓霖食品有限公司,新北食品股份有限公司,1
20200512,泓霖食品有限公司,味味美食有限公司,2
20200512,冠霖物流有限公司,愛欣食品有限公司,2
20200512,三統食品有限公司,全盛美食有限公司,1
20200512,家騏有限公司,久翔食品股份有限公司,2
20200512,冠霖物流有限公司,雙翼食品有限公司,2
20200512,台全珍豬工業股份有限公司,雙翼食品有限公司,2
20200512,復進企業股份有限公司,全盛美食有限公司,4
20200512,復進企業股份有限公司,統鮮美食股份有限公司,1
20200512,上耀商行,久翔食品股份有限公司,1
20200512,林岵屺企業股份有限公司,食家安飲食文化股份有限公司,1
20200512,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200512,超秦企業股份有限公司,全盛美食有限公司,1
20200512,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200512,家騏有限公司,統鮮美食股份有限公司,1
20200512,冠霖物流有限公司,新北食品股份有限公司,2
20200512,祥亮行銷事業股份有限公司,統鮮美食股份有限公司,1
20200512,盛隆食品有限公司,愛欣食品有限公司,1
20200512,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200512,中央畜產有限公司,雙翼食品有限公司,1
20200512,萬偉股份有限公司,上將食品有限公司,4
20200512,泓霖食品工業有限公司,上將食品有限公司,2
20200512,中華民國全國漁會,食家安飲食文化股份有限公司,1
20200513,盛隆食品有限公司,愛欣食品有限公司,1
20200513,泓霖食品工業有限公司,上將食品有限公司,3
20200513,十方物聯有限公司,統鮮美食股份有限公司,1
20200513,中華民國全國漁會,新北食品股份有限公司,1
20200513,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200513,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,2
20200513,家騏有限公司,統鮮美食股份有限公司,1
20200513,中華民國全國漁會,上將食品有限公司,1
20200513,蓮漁發水產行,愛欣食品有限公司,1
20200513,冠霖物流有限公司,雙翼食品有限公司,2
20200513,同正食品有限公司,宏遠國際餐飲股份有限公司,1
20200513,冠霖物流有限公司,愛欣食品有限公司,2
20200513,三統食品有限公司,珍品軒食品有限公司,1
20200513,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200513,中華民國全國漁會,全盛美食有限公司,1
20200513,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200513,泓霖食品有限公司,味味美食有限公司,1
20200513,三統食品有限公司,宏遠國際餐飲股份有限公司,1
20200513,北台肉雞運銷合作社(大成長城企業股份有限公司),上將食品有限公司,1
20200513,泓霖食品有限公司,新北食品股份有限公司,3
20200513,復進企業股份有限公司,統鮮美食股份有限公司,2
20200513,尚品肉鬆實業有限公司,食家安飲食文化股份有限公司,1
20200513,三統食品有限公司,味味美食有限公司,1
20200513,冠霖物流有限公司,全盛美食有限公司,1
20200513,萬偉股份有限公司,上將食品有限公司,1
20200513,上耀商行,統鮮美食股份有限公司,1
20200513,上德食品有限公司,宏遠國際餐飲股份有限公司,1
20200513,中華民國全國漁會,食家安飲食文化股份有限公司,1
20200513,台灣卜蜂企業股份有限公司,全盛美食有限公司,2
20200513,三統食品有限公司,上將食品有限公司,1
20200513,冠霖物流有限公司,統鮮美食股份有限公司,1
20200513,冠霖物流有限公司,新北食品股份有限公司,4
20200513,三統食品有限公司,統鮮美食股份有限公司,1
20200513,冠霖物流有限公司,上將食品有限公司,1
20200513,祥圃實業股份有限公司,食家安飲食文化股份有限公司,3
20200513,中華民國全國漁會,味味美食有限公司,1
20200513,澤宇冷凍食品有限公司,味味美食有限公司,2
20200513,上德食品有限公司,統鮮美食股份有限公司,1
20200513,巨富工業有限公司,新北食品股份有限公司,1
20200513,玖億珍鮮食品有限公司,統鮮美食股份有限公司,1
20200513,超秦企業股份有限公司,雙翼食品有限公司,1
20200513,泳祐實業有限公司,統鮮美食股份有限公司,1
20200513,復進企業股份有限公司,全盛美食有限公司,2
20200513,三統食品有限公司,愛欣食品有限公司,3
20200513,菖駿企業社,味味美食有限公司,1
20200514,巨富食品股份有限公司,食家安飲食文化股份有限公司,3
20200514,冠霖物流有限公司,上將食品有限公司,1
20200514,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200514,台全珍豬工業股份有限公司,雙翼食品有限公司,2
20200514,國麟農產品企業社,寬大食品有限公司,1
20200514,三統食品有限公司,百原食品有限公司,1
20200514,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200514,鼎昌實業有限公司,雙翼食品有限公司,1
20200514,鼎耀食品股份有限公司,久翔食品股份有限公司,1
20200514,立園商行,上將食品有限公司,1
20200514,家騏有限公司,久翔食品股份有限公司,3
20200514,鼎耀國際食品股份有限公司,統鮮美食股份有限公司,1
20200514,三統食品有限公司,味味美食有限公司,2
20200514,上德食品有限公司,上將食品有限公司,1
20200514,上耀商行,統鮮美食股份有限公司,1
20200514,明嵩企業社,統鮮美食股份有限公司,1
20200514,家騏有限公司,雙翼食品有限公司,1
20200514,菖駿企業社,愛欣食品有限公司,1
20200514,澤宇冷凍食品有限公司,寬大食品有限公司,4
20200514,盛隆食品有限公司,愛欣食品有限公司,1
20200514,三統食品有限公司,統鮮美食股份有限公司,1
20200514,中央畜產有限公司,雙翼食品有限公司,1
20200514,中華民國全國漁會,新北食品股份有限公司,1
20200514,巨富工業有限公司,寬大食品有限公司,2
20200514,冠霖物流有限公司,愛欣食品有限公司,1
20200514,萬偉股份有限公司,久翔食品股份有限公司,1
20200514,三統食品有限公司,珍品軒食品有限公司,1
20200514,中華民國全國漁會,味味美食有限公司,1
20200514,三統食品有限公司,愛欣食品有限公司,1
20200514,安得利食品股份有限公司,食家安飲食文化股份有限公司,1
20200514,十方物聯有限公司,統鮮美食股份有限公司,1
20200514,總鋪師,百原食品有限公司,1
20200514,上揚食品有限公司,統鮮美食股份有限公司,1
20200514,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200514,泓霖食品有限公司,新北食品股份有限公司,3
20200514,泓霖食品有限公司,久翔食品股份有限公司,3
20200514,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200514,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200514,泓霖食品有限公司,味味美食有限公司,1
20200514,三統食品有限公司,宏遠國際餐飲股份有限公司,1
20200514,萬偉股份有限公司,上將食品有限公司,2
20200514,泓霖食品工業有限公司,上將食品有限公司,1
20200514,冠霖物流有限公司,新北食品股份有限公司,1
20200514,三統食品有限公司,上將食品有限公司,1
20200515,超秦企業股份有限公司,全盛美食有限公司,2
20200515,上耀商行,久翔食品股份有限公司,1
20200515,玖億珍鮮食品有限公司,味味美食有限公司,1
20200515,澤宇冷凍食品有限公司,味味美食有限公司,2
20200515,林岵屺企業股份有限公司,食家安飲食文化股份有限公司,1
20200515,三統食品有限公司,百原食品有限公司,1
20200515,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,2
20200515,三統食品有限公司,愛欣食品有限公司,2
20200515,泓霖食品工業有限公司,上將食品有限公司,3
20200515,中央畜產有限公司,雙翼食品有限公司,1
20200515,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200515,冠霖物流有限公司,新北食品股份有限公司,1
20200515,家騏有限公司,久翔食品股份有限公司,1
20200515,三統食品有限公司,宏遠國際餐飲股份有限公司,1
20200515,巨富食品有限公司瑞華食品行,東坤國際實業有限公司,2
20200515,三統食品有限公司,上將食品有限公司,2
20200515,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200515,安得利食品股份有限公司,統鮮美食股份有限公司,1
20200515,洽富實業股份有限公司,雙翼食品有限公司,1
20200515,復進企業股份有限公司,統鮮美食股份有限公司,1
20200515,冠霖物流有限公司,全盛美食有限公司,1
20200515,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200515,泓霖食品有限公司,味味美食有限公司,1
20200515,三統食品有限公司,味味美食有限公司,2
20200515,鼎昌實業有限公司,雙翼食品有限公司,1
20200515,中華民國全國漁會,新北食品股份有限公司,1
20200515,祥圃實業股份有限公司,食家安飲食文化股份有限公司,2
20200515,東豪冷凍食品股份有限公司,雙翼食品有限公司,1
20200515,尚品肉鬆實業有限公司,上將食品有限公司,1
20200515,萬偉股份有限公司,全盛美食有限公司,3
20200515,中華民國全國漁會,雙翼食品有限公司,1
20200515,生亮佳有限公司,東坤國際實業有限公司,1
20200515,玖億珍鮮食品有限公司,全盛美食有限公司,1
20200515,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200515,盛隆食品有限公司,愛欣食品有限公司,2
20200515,巨富工業有限公司,新北食品股份有限公司,3
20200515,欣光食品股份有限公司,宏遠國際餐飲股份有限公司,1
20200515,復進企業股份有限公司,久翔食品股份有限公司,1
20200515,三統食品有限公司,珍品軒食品有限公司,1
20200516,上德食品有限公司,統鮮美食股份有限公司,1
20200516,澤宇冷凍食品有限公司,上將食品有限公司,1
20200516,百士達食品有限公司,愛欣食品有限公司,1
20200516,三統食品有限公司,珍品軒食品有限公司,1
20200516,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200516,萬偉股份有限公司,上將食品有限公司,1
20200516,祖德素食有限公司,統鮮美食股份有限公司,1
20200516,台灣卜蜂企業股份有限公司,上將食品有限公司,1
20200516,冠霖物流有限公司,愛欣食品有限公司,2
20200516,家騏有限公司,統鮮美食股份有限公司,2
20200517,冠霖物流有限公司,上將食品有限公司,1
20200517,泓霖食品工業有限公司,上將食品有限公司,1
20200518,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,3
20200518,盛隆食品有限公司,愛欣食品有限公司,1
20200518,中央畜產有限公司,雙翼食品有限公司,1
20200518,三統食品有限公司,味味美食有限公司,1
20200518,上德食品有限公司,宏遠國際餐飲股份有限公司,2
20200518,三統食品有限公司,珍品軒食品有限公司,2
20200518,大台北興業有限公司,食家安飲食文化股份有限公司,1
20200518,泓霖食品有限公司,新北食品股份有限公司,1
20200518,超秦企業股份有限公司,全盛美食有限公司,2
20200518,泓霖食品有限公司,味味美食有限公司,2
20200518,三統食品有限公司,愛欣食品有限公司,2
20200518,鼎昌實業有限公司,雙翼食品有限公司,1
20200518,鼎耀國際食品股份有限公司,統鮮美食股份有限公司,1
20200518,冠霖物流有限公司,愛欣食品有限公司,1
20200518,萬偉股份有限公司,上將食品有限公司,1
20200518,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200518,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200518,巨富工業有限公司,新北食品股份有限公司,1
20200518,祥圃實業股份有限公司,食家安飲食文化股份有限公司,2
20200518,復進企業股份有限公司,統鮮美食股份有限公司,1
20200518,豐得國際實業有限公司,雙翼食品有限公司,1
20200518,安得利食品股份有限公司,全盛美食有限公司,1
20200518,上德食品有限公司,統鮮美食股份有限公司,1
20200518,萬偉股份有限公司,宏遠國際餐飲股份有限公司,2
20200518,今元肉品股份有限公司,雙翼食品有限公司,2
20200518,泓霖食品有限公司,久翔食品股份有限公司,1
20200518,冠霖物流有限公司,統鮮美食股份有限公司,1
20200518,三統食品有限公司,統鮮美食股份有限公司,1
20200518,泓霖食品工業有限公司,上將食品有限公司,2
20200518,冠霖物流有限公司,新北食品股份有限公司,1
20200518,家騏有限公司,久翔食品股份有限公司,4
20200518,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200518,三統食品有限公司,上將食品有限公司,1
20200518,上耀商行,上將食品有限公司,1
20200518,三統食品有限公司,宏遠國際餐飲股份有限公司,2
20200518,尚品肉鬆實業有限公司,食家安飲食文化股份有限公司,1
20200518,冠霖物流有限公司,上將食品有限公司,1
20200518,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200518,三統食品有限公司,百原食品有限公司,1
20200518,上耀商行,統鮮美食股份有限公司,2
20200518,澤宇冷凍食品有限公司,寬大食品有限公司,3
20200518,冠霖物流有限公司,雙翼食品有限公司,2
20200518,復進企業股份有限公司,全盛美食有限公司,2
20200519,三統食品有限公司,愛欣食品有限公司,2
20200519,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200519,泓霖食品工業有限公司,上將食品有限公司,3
20200519,冠霖物流有限公司,新北食品股份有限公司,1
20200519,菖駿企業社,味味美食有限公司,1
20200519,東昇米糧食品有限公司,統鮮美食股份有限公司,2
20200519,冠霖物流有限公司,上將食品有限公司,1
20200519,三統食品有限公司,百原食品有限公司,2
20200519,玖億珍鮮食品有限公司,統鮮美食股份有限公司,2
20200519,百士達食品有限公司,統鮮美食股份有限公司,1
20200519,泓霖食品有限公司,久翔食品股份有限公司,1
20200519,冠霖物流有限公司,雙翼食品有限公司,2
20200519,三統食品有限公司,全盛美食有限公司,1
20200519,瑞飛興業有限公司,久翔食品股份有限公司,1
20200519,三統食品有限公司,上將食品有限公司,1
20200519,三統食品有限公司,宏遠國際餐飲股份有限公司,1
20200519,尚品肉鬆實業有限公司,食家安飲食文化股份有限公司,2
20200519,家騏有限公司,久翔食品股份有限公司,3
20200519,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200519,三統食品有限公司,統鮮美食股份有限公司,2
20200519,上耀商行,統鮮美食股份有限公司,1
20200519,三統食品有限公司,味味美食有限公司,2
20200519,台灣卜蜂企業股份有限公司,上將食品有限公司,1
20200519,泰安食品有限公司,全盛美食有限公司,1
20200519,萬偉股份有限公司,上將食品有限公司,1
20200519,家品商行,全盛美食有限公司,1
20200519,泓霖食品有限公司,味味美食有限公司,1
20200519,泓霖食品有限公司,新北食品股份有限公司,3
20200519,洽富實業股份有限公司,雙翼食品有限公司,1
20200519,萬金畜牧場,雙翼食品有限公司,1
20200519,復進企業股份有限公司,統鮮美食股份有限公司,1
20200519,澤宇冷凍食品有限公司,寬大食品有限公司,1
20200519,復進企業股份有限公司,全盛美食有限公司,3
20200519,上德食品有限公司,統鮮美食股份有限公司,1
20200519,北記企業社,上將食品有限公司,1
20200519,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200519,桂冠實業股份有限公司,上將食品有限公司,1
20200519,盛隆食品有限公司,愛欣食品有限公司,1
20200519,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200519,中央畜產有限公司,雙翼食品有限公司,1
20200519,巨富工業有限公司,新北食品股份有限公司,1
20200519,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,4
20200519,泓霖食品有限公司,統鮮美食股份有限公司,2
20200519,祥亮行銷事業股份有限公司,宏遠國際餐飲股份有限公司,1
20200519,泳祐實業有限公司,統鮮美食股份有限公司,1
20200519,桂冠實業股份有限公司,寬大食品有限公司,1
20200519,復進企業股份有限公司,久翔食品股份有限公司,1
20200519,超秦企業股份有限公司,全盛美食有限公司,2
20200519,三統食品有限公司,珍品軒食品有限公司,2
20200519,家騏有限公司,統鮮美食股份有限公司,2
20200520,中華民國全國漁會,宏遠國際餐飲股份有限公司,1
20200520,超秦企業股份有限公司,全盛美食有限公司,3
20200520,展昇生鮮企業股份有限公司,宏遠國際餐飲股份有限公司,1
20200520,上德食品有限公司,久翔食品股份有限公司,1
20200520,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200520,泓霖食品有限公司,味味美食有限公司,2
20200520,長福食品有限公司,宏遠國際餐飲股份有限公司,1
20200520,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200520,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,2
20200520,十方物聯有限公司,統鮮美食股份有限公司,1
20200520,國麟農產品企業社,寬大食品有限公司,1
20200520,復進企業股份有限公司,統鮮美食股份有限公司,1
20200520,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200520,泓霖食品有限公司,新北食品股份有限公司,5
20200520,冠霖物流有限公司,愛欣食品有限公司,1
20200520,復進企業股份有限公司,全盛美食有限公司,1
20200520,新力香食品有限公司,寬大食品有限公司,1
20200520,巨富工業有限公司,寬大食品有限公司,1
20200520,三統食品有限公司,上將食品有限公司,2
20200520,上耀商行,上將食品有限公司,2
20200520,盛隆食品有限公司,愛欣食品有限公司,1
20200520,三統食品有限公司,統鮮美食股份有限公司,1
20200520,川武食品股份有限公司,味味美食有限公司,1
20200520,中央畜產有限公司,雙翼食品有限公司,1
20200520,三統食品有限公司,全盛美食有限公司,2
20200520,百士達食品有限公司,愛欣食品有限公司,1
20200520,三統食品有限公司,味味美食有限公司,1
20200520,上德食品有限公司,宏遠國際餐飲股份有限公司,1
20200520,上耀商行,統鮮美食股份有限公司,1
20200520,津悅食品有限公司,宏遠國際餐飲股份有限公司,1
20200520,三統食品有限公司,百原食品有限公司,1
20200520,北記企業社,雙翼食品有限公司,1
20200520,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200520,泓霖食品工業有限公司,上將食品有限公司,3
20200520,洽富實業股份有限公司,食家安飲食文化股份有限公司,1
20200520,鼎昌實業有限公司,雙翼食品有限公司,1
20200520,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200520,家騏有限公司,久翔食品股份有限公司,2
20200520,萬偉股份有限公司,上將食品有限公司,1
20200520,冠霖物流有限公司,新北食品股份有限公司,1
20200520,今元肉品股份有限公司,雙翼食品有限公司,1
20200520,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200520,東昇米糧食品有限公司,統鮮美食股份有限公司,2
20200520,泓霖食品有限公司,久翔食品股份有限公司,1
20200520,冠霖物流有限公司,上將食品有限公司,1
20200520,豐得國際實業有限公司,雙翼食品有限公司,1
20200520,冠霖物流有限公司,統鮮美食股份有限公司,2
20200521,三統食品有限公司,宏遠國際餐飲股份有限公司,2
20200521,大台北興業有限公司,食家安飲食文化股份有限公司,1
20200521,泓霖食品有限公司,新北食品股份有限公司,3
20200521,中華民國全國漁會,雙翼食品有限公司,1
20200521,中華民國全國漁會,味味美食有限公司,1
20200521,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200521,冠霖物流有限公司,愛欣食品有限公司,2
20200521,北台肉雞運銷合作社(大成長城企業股份有限公司),上將食品有限公司,1
20200521,復進企業股份有限公司,全盛美食有限公司,1
20200521,佳晉食品有限公司,百原食品有限公司,1
20200521,泳祐實業有限公司,統鮮美食股份有限公司,1
20200521,三統食品有限公司,珍品軒食品有限公司,1
20200521,泓霖食品有限公司,久翔食品股份有限公司,1
20200521,萬偉股份有限公司,上將食品有限公司,1
20200521,玖億珍鮮食品有限公司,統鮮美食股份有限公司,1
20200521,家騏有限公司,統鮮美食股份有限公司,1
20200521,萬金畜牧場,雙翼食品有限公司,1
20200521,巨富工業有限公司,新北食品股份有限公司,2
20200521,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200521,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200521,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200521,同賀食品有限公司,全盛美食有限公司,1
20200521,名間鄉蔬菜產銷班第一班,宏遠國際餐飲股份有限公司,1
20200521,三統食品有限公司,百原食品有限公司,1
20200521,冠霖物流有限公司,宏遠國際餐飲股份有限公司,1
20200521,冠霖物流有限公司,新北食品股份有限公司,1
20200521,三統食品有限公司,久翔食品股份有限公司,1
20200521,三統食品有限公司,愛欣食品有限公司,1
20200521,今元肉品股份有限公司,雙翼食品有限公司,1
20200521,百士達食品有限公司,愛欣食品有限公司,4
20200521,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,2
20200521,祥亮行銷事業股份有限公司,宏遠國際餐飲股份有限公司,1
20200521,上德食品有限公司,統鮮美食股份有限公司,1
20200521,泓霖食品工業有限公司,上將食品有限公司,2
20200521,中央畜產有限公司,雙翼食品有限公司,1
20200521,瑞飛興業有限公司,雙翼食品有限公司,1
20200521,盛隆食品有限公司,愛欣食品有限公司,2
20200521,冠霖物流有限公司,上將食品有限公司,1
20200521,冠霖物流有限公司,統鮮美食股份有限公司,1
20200521,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200521,洽富實業股份有限公司,雙翼食品有限公司,1
20200521,三統食品有限公司,統鮮美食股份有限公司,2
20200521,泓霖食品工業有限公司,雙翼食品有限公司,1
20200521,新和興海洋企業股份有限公司,宏遠國際餐飲股份有限公司,1
20200521,家騏有限公司,久翔食品股份有限公司,1
20200521,澤宇冷凍食品有限公司,寬大食品有限公司,3
20200521,三統食品有限公司,上將食品有限公司,2
20200521,台灣卜蜂企業股份有限公司,全盛美食有限公司,3
20200522,泓霖食品工業有限公司,上將食品有限公司,3
20200522,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200522,盛隆食品有限公司,愛欣食品有限公司,2
20200522,中央畜產有限公司,雙翼食品有限公司,1
20200522,上德食品有限公司,宏遠國際餐飲股份有限公司,2
20200522,洽富實業股份有限公司,食家安飲食文化股份有限公司,1
20200522,超秦企業股份有限公司,全盛美食有限公司,1
20200522,中華民國全國漁會,上將食品有限公司,1
20200522,泓霖食品有限公司,味味美食有限公司,1
20200522,三統食品有限公司,久翔食品股份有限公司,1
20200522,三統食品有限公司,宏遠國際餐飲股份有限公司,1
20200522,三統食品有限公司,愛欣食品有限公司,2
20200522,今元肉品股份有限公司,雙翼食品有限公司,1
20200522,巨富食品有限公司瑞華食品行,東坤國際實業有限公司,1
20200522,泓霖食品工業有限公司,全盛美食有限公司,1
20200522,佳豐富食品行,新北食品股份有限公司,1
20200522,家騏有限公司,久翔食品股份有限公司,3
20200522,玖億珍鮮食品有限公司,久翔食品股份有限公司,1
20200522,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200522,洽富實業股份有限公司,雙翼食品有限公司,1
20200522,復進企業股份有限公司,統鮮美食股份有限公司,1
20200522,家品商行,全盛美食有限公司,1
20200522,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200522,鼎昌實業有限公司,雙翼食品有限公司,2
20200522,冠霖物流有限公司,上將食品有限公司,1
20200522,萬偉股份有限公司,上將食品有限公司,2
20200522,百士達食品有限公司,統鮮美食股份有限公司,1
20200522,中華民國全國漁會,雙翼食品有限公司,2
20200522,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200522,萬偉股份有限公司,全盛美食有限公司,4
20200522,泰安食品股份有限公司,上將食品有限公司,1
20200522,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200522,三統食品有限公司,上將食品有限公司,1
20200522,名間鄉蔬菜產銷班第一班,宏遠國際餐飲股份有限公司,1
20200522,巨富工業有限公司,新北食品股份有限公司,1
20200522,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200522,泓霖食品有限公司,新北食品股份有限公司,2
20200522,三統食品有限公司,珍品軒食品有限公司,4
20200522,菖駿企業社,愛欣食品有限公司,2
20200522,欣光食品股份有限公司,宏遠國際餐飲股份有限公司,1
20200523,上揚食品有限公司,統鮮美食股份有限公司,1
20200523,東昇米糧食品有限公司,統鮮美食股份有限公司,2
20200523,澤宇冷凍食品有限公司,上將食品有限公司,2
20200523,三統食品有限公司,統鮮美食股份有限公司,1
20200524,百士達食品有限公司,愛欣食品有限公司,1
20200524,冠霖物流有限公司,上將食品有限公司,1
20200525,萬偉股份有限公司,上將食品有限公司,1
20200525,三統食品有限公司,愛欣食品有限公司,1
20200525,泓霖食品有限公司,味味美食有限公司,2
20200525,冠霖物流有限公司,上將食品有限公司,2
20200525,泰安食品股份有限公司,上將食品有限公司,1
20200525,家騏有限公司,統鮮美食股份有限公司,1
20200525,上耀商行,久翔食品股份有限公司,1
20200525,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200525,澤宇冷凍食品有限公司,味味美食有限公司,2
20200525,超秦企業股份有限公司,全盛美食有限公司,3
20200525,三統食品有限公司,統鮮美食股份有限公司,1
